termo,user,frase,tweet_origin_id,tweet_id,data_do_tweet
natura nat,yangyangsz,Eu achava que a Nath Finanças era a mesma que a Nat Natura KKKKKKKK negócio doido,' None ',' 1399827485395673092 ',' 2021-06-01 20:37:34 '
natura nat,Antoniocifraclu,@bosnxy Nat Natura é só pra lacração,' 1399757230342348808 ',' 1399825375782486024 ',' 2021-06-01 20:29:11 '
natura nat,emo_gangstar,@jaguarpov @garenciele vsfd a nat natura é horrivel,' 1399731839862984707 ',' 1399821071398981632 ',' 2021-06-01 20:12:05 '
natura nat,GirlBiibii,RT @jaguarpov: @garenciele nat natura tão maravilhosa e todo mundo ignora ela https://t.co/el7kE8gXJP,' None ',' 1399820425471856646 ',' 2021-06-01 20:09:31 '
natura nat,Naut92835439,"C.B: trading do toc toc  Lu magalu: sai desse atzap e vai faze o meu mingau   Sam: e-girl dançante   Nat natura: explicando como meu bom dia foi preconceituoso de 13.000 formas diferentes  Mr. Músculo: sim meu camarada, sou totalmente fechado com jorge e suas bizarras aventuras",' None ',' 1399818694986027013 ',' 2021-06-01 20:02:38 '
natura nat,mellowmitetop,@affersonss Só pq a nat natura e Negra Eles nem escondem o racismo,' 1399816226742976520 ',' 1399816600761548800 ',' 2021-06-01 19:54:19 '
natura nat,tuitaxamanda_,A Nat natura esquecida do churrasco https://t.co/Aq6j8AlWex,' None ',' 1399815747644370944 ',' 2021-06-01 19:50:56 '
natura nat,paul_ghostt2,"@moreiraviw desse dai nem vi, so vi falando q fds a lu do magalu e antes falando q a lu do magalu e nat natura eram um casal",' 1399813045027758080 ',' 1399813902498676736 ',' 2021-06-01 19:43:36 '
natura nat,http_Hcheng,RT @jaguarpov: @garenciele nat natura tão maravilhosa e todo mundo ignora ela https://t.co/el7kE8gXJP,' None ',' 1399813169837711361 ',' 2021-06-01 19:40:41 '
natura nat,HeartbeatMxtx,RT @jaguarpov: @garenciele nat natura tão maravilhosa e todo mundo ignora ela https://t.co/el7kE8gXJP,' None ',' 1399811939463831553 ',' 2021-06-01 19:35:48 '
natura nat,iByterffly,@semienergy a sam pq a nat natura é uma vagabunda,' 1399809476413247493 ',' 1399809864310956039 ',' 2021-06-01 19:27:33 '
natura nat,pedrocrb_,Magalu: Morra Baianinho: Morra Nat Natura: Morra Sam (da samsung): 👀 ... 😳  @magazineluiza @CasasBahia @naturabroficial @SamsungBrasil,' None ',' 1399801093903822848 ',' 2021-06-01 18:52:42 '
natura nat,CipulloSimao,RT @jaguarpov: @garenciele nat natura tão maravilhosa e todo mundo ignora ela https://t.co/el7kE8gXJP,' None ',' 1399800322936258562 ',' 2021-06-01 18:49:38 '
natura nat,euodeiojujuba,aooo saudades de ser bloqueado pela nat natura,' None ',' 1399797812355809281 ',' 2021-06-01 18:39:40 '
natura nat,leleminhocakjkl,RT @jaguarpov: @garenciele nat natura tão maravilhosa e todo mundo ignora ela https://t.co/el7kE8gXJP,' None ',' 1399793191247822849 ',' 2021-06-01 18:21:18 '
natura nat,mari_fernandexx,RT @jaguarpov: @garenciele nat natura tão maravilhosa e todo mundo ignora ela https://t.co/el7kE8gXJP,' None ',' 1399790584898990087 ',' 2021-06-01 18:10:56 '
natura nat,dovu63763980,"@bosnxy meio obvio a nat natura n ser perfeita tlgd, era pra ser ""natural""  kkkkkk",' 1399757230342348808 ',' 1399788013820039178 ',' 2021-06-01 18:00:43 '
natura nat,is4belaqrz,RT @bilbobagxns: baianinho das casas bahia lu do magalu nat natura agora a nova assistente virtual da samsung  quem será o próximo https://…,' None ',' 1399782061133729795 ',' 2021-06-01 17:37:04 '
natura nat,realoufeikii,RT @jaguarpov: @garenciele nat natura tão maravilhosa e todo mundo ignora ela https://t.co/el7kE8gXJP,' None ',' 1399780473681948679 ',' 2021-06-01 17:30:46 '
natura nat,cactusmatevs,tô block da nat natura kkk,' None ',' 1399780391884570627 ',' 2021-06-01 17:30:26 '
natura nat,brabareal,Nat da natura maior e melhor https://t.co/uIdeWpcS3I,' None ',' 1399777171091210240 ',' 2021-06-01 17:17:38 '
natura nat,Isatalmass,nat natura da um banho nessas boneca tudo aí,' None ',' 1399765217207279617 ',' 2021-06-01 16:30:08 '
natura nat,simpforoikawaS2,@bosnxy A nat natura ja teve a época dela,' 1399757230342348808 ',' 1399764790822817793 ',' 2021-06-01 16:28:27 '
natura nat,REKIGALAXIE,RT @atemmiyom: ela a magalu e a nat natura namoram canon eu que disse,' None ',' 1399764342833389569 ',' 2021-06-01 16:26:40 '
natura nat,QualidadeUma,RT @jaguarpov: @garenciele nat natura tão maravilhosa e todo mundo ignora ela https://t.co/el7kE8gXJP,' None ',' 1399762976165482502 ',' 2021-06-01 16:21:14 '
natura nat,noahsrolim,RT @jaguarpov: @garenciele nat natura tão maravilhosa e todo mundo ignora ela https://t.co/el7kE8gXJP,' None ',' 1399760100680687618 ',' 2021-06-01 16:09:48 '
natura nat,kauanetpwk,RT @jaguarpov: @garenciele nat natura tão maravilhosa e todo mundo ignora ela https://t.co/el7kE8gXJP,' None ',' 1399758554886819843 ',' 2021-06-01 16:03:40 '
natura nat,obxclub,@lybmars é a nat natura,' 1399756886870794243 ',' 1399757235861983240 ',' 2021-06-01 15:58:25 '
natura nat,sanjicarioca,EU NAO CONHECIA A NAT NATURA https://t.co/588NcI8gTw,' None ',' 1399754412130803716 ',' 2021-06-01 15:47:12 '
natura nat,Hujnin1,@rinhadecoisas A sam tem cara de quem vai vender agua de banho pros seguidores idiotas dela enquanto a lu parece que esta constantemente buscando um marido mas na vdd ama a nat natura,' 1399473627121307651 ',' 1399751247977238532 ',' 2021-06-01 15:34:38 '
natura nat,trice_packs,@phiros7 Só mais a nat natura mesmo,' 1399519714309771266 ',' 1399748315982540803 ',' 2021-06-01 15:22:59 '
natura nat,_SrtaBing_,Desde ontem esse é o segundo kahoot de inglês que eu ganho com o nome nat natura   Vou usar mais hein,' None ',' 1399746339433549828 ',' 2021-06-01 15:15:08 '
natura nat,doyochinie,RT @jaguarpov: @garenciele nat natura tão maravilhosa e todo mundo ignora ela https://t.co/el7kE8gXJP,' None ',' 1399744860769423365 ',' 2021-06-01 15:09:15 '
natura nat,Sazom9,"@mailliw0_0 @l0naldokk09 @zeddwalls91_ nat natura já foi extinta, os peixes chegaram a comer até os osso",' 1399736273246511112 ',' 1399742757812453376 ',' 2021-06-01 15:00:54 '
natura nat,talesdragn,"Daora que dps da Sam, o povo MATOU a Nat Natura ksksksksksksklskskkks que foda, nem nos meme incluíram ela https://t.co/UHsHr0j0l8",' None ',' 1399740165149560840 ',' 2021-06-01 14:50:35 '
natura nat,xxxrbkMC01,RT @jaguarpov: @garenciele nat natura tão maravilhosa e todo mundo ignora ela https://t.co/el7kE8gXJP,' None ',' 1399739764249706503 ',' 2021-06-01 14:49:00 '
natura nat,AGlubster,RT @jaguarpov: @garenciele nat natura tão maravilhosa e todo mundo ignora ela https://t.co/el7kE8gXJP,' None ',' 1399738155801133063 ',' 2021-06-01 14:42:36 '
natura nat,mailliw0_0,@l0naldokk09 @zeddwalls91_ E a nat natura,' 1399656259696087044 ',' 1399736273246511112 ',' 2021-06-01 14:35:08 '
natura nat,forjmz,esqueceram a melhor de todas que é a nat natura pioneira desse movimento aí https://t.co/hA7xAIovsq,' None ',' 1399735081896394752 ',' 2021-06-01 14:30:24 '
natura nat,JaoOtakinho,"@isaah3889 Esse pretinha linda, nat natura https://t.co/QCBiw3WVfF",' 1399733153598746627 ',' 1399733538623197191 ',' 2021-06-01 14:24:16 '
natura nat,henriquemabell,"Toda vez q eu vejo fãs de nat natura e magalu por aí eu sinto uma dor no meu cérebro ""Pisa menos Nath"" ""Rainha falou tudo"" O tipo de militância de empresário mais forçada que existe é a nat natura e vcs pagam pau nossa gays me dêem soft block não suporto mais vcs",' None ',' 1399732107950366720 ',' 2021-06-01 14:18:34 '
natura nat,jaguarpov,@garenciele nat natura tão maravilhosa e todo mundo ignora ela https://t.co/el7kE8gXJP,' 1399512307953188864 ',' 1399731839862984707 ',' 2021-06-01 14:17:31 '
natura nat,ellenaleiixo,Mas afinal quem prefere?  Me - Nat Natura,' 1399730614350266371 ',' 1399731578985648131 ',' 2021-06-01 14:16:28 '
natura nat,LOV3WORM,nat natura e bixby samsung namoram sim quem decide nao sou eu https://t.co/NeRf9OV86z,' None ',' 1399730610999115779 ',' 2021-06-01 14:12:38 '
natura nat,KarenLoopess,Nat natura consegue ser mais bonita que todos https://t.co/z76IXd1FiJ,' None ',' 1399730044617072642 ',' 2021-06-01 14:10:23 '
natura nat,YUISHIG4MI,pq voces odeiam a nat natura? https://t.co/9UCq7jiPgT,' None ',' 1399729053276454916 ',' 2021-06-01 14:06:26 '
natura nat,_hebunzu_doa_,@saturn_river @_lawreta_ @HeadOverHillz @bunrse a sam é no bonita sinto muito nat natura,' 1399725444241530886 ',' 1399725539695501321 ',' 2021-06-01 13:52:28 '
natura nat,irumeow,@QueenPhyrra não  eu gosto da nat natura  so dela,' 1399724331740155922 ',' 1399725413165940737 ',' 2021-06-01 13:51:58 '
natura nat,feIispina,"@naturabroficial Nat Natura, você é muito carismática, se assemelha muito ao meu ídolo, relâmpago McQueen",' 1398413778073620482 ',' 1399723951471972354 ',' 2021-06-01 13:46:10 '
natura nat,sohngrl,nat natura a maior https://t.co/Co5xMR7Kqd,' None ',' 1399721954278531072 ',' 2021-06-01 13:38:14 '
natura nat,gravirity,@twilightdunphy @flamebuilderboy @garenciele nem sabia qm era nat natura mas ela é bonita,' 1399719268959260677 ',' 1399721214311084034 ',' 2021-06-01 13:35:17 '
natura nat,naoeoisra,nat natura a maior https://t.co/WBfn5ROK1F,' None ',' 1399720985096601608 ',' 2021-06-01 13:34:23 '
natura nat,twilightdunphy,@flamebuilderboy @garenciele nat natura esquecida no churrasco,' 1399703766895632391 ',' 1399719268959260677 ',' 2021-06-01 13:27:33 '
natura nat,Isadora10884828,"@ebisuhii @ferrnandabc Nem sabia que tinha, mas amooooo a Dai da Dailus e a Nat da Natura",' 1399442902435172358 ',' 1399718822203072518 ',' 2021-06-01 13:25:47 '
natura nat,STRAWBBUNY,pq todo mundo esquece da nat natura???? ela é a unica bonita de vdd https://t.co/8MResXv2Mn,' None ',' 1399718042746097664 ',' 2021-06-01 13:22:41 '
natura nat,JimBuUU1,@YoutubePorque @normanzinnn pensei q o baianinho namorava a nat natura,' 1399716135575212033 ',' 1399717207651782658 ',' 2021-06-01 13:19:22 '
natura nat,TrlNiper,Dos mesmos criadores de: Baianinho batendo uma pra Magalu Baianinho e Nat Natura Agora vem o Baianinho e a e-girl da Samsung https://t.co/mkew0EJ2U1,' None ',' 1399706319771344899 ',' 2021-06-01 12:36:06 '
natura nat,naluezah,@garenciele Faltou a nat natura me da um ódio pqp chataaaa,' 1399512307953188864 ',' 1399695814801477637 ',' 2021-06-01 11:54:21 '
natura nat,sapatrotska,pq as empresas tao criando personagens tipo nat da natura tudo de uma vez tipo tinha o baianinho ok e a luiza do magazineluiza mas nossa,' None ',' 1399687967476699140 ',' 2021-06-01 11:23:11 '
natura nat,deoutroplano,"Magalu, CB, nat natura, Sam, quem mais?",' None ',' 1399622925506973696 ',' 2021-06-01 07:04:43 '
natura nat,SupimpaXp,"Natura e Samsung, também conhecidas como Nat &amp; Sam  Será que vai ter shipp ou rivalidade? Estou em cima do muro, não me obrigue a decidir 😔✋ https://t.co/tOmoeikBdq",' None ',' 1399601613581467652 ',' 2021-06-01 05:40:02 '
natura nat,badgallaly,@vakalzul magalu e nat natura sao meus piores pesadelos,' 1399585244471246849 ',' 1399586650435510275 ',' 2021-06-01 04:40:35 '
natura nat,fyteicos,"Vcs ja pararam p pensar q magalu,nat natura, essa mina da samsung  Tipo  Elas foram baseadas em alguem",' None ',' 1399580209117028355 ',' 2021-06-01 04:14:59 '
natura nat,plutxana,RT @bilbobagxns: baianinho das casas bahia lu do magalu nat natura agora a nova assistente virtual da samsung  quem será o próximo https://…,' None ',' 1399577146293633025 ',' 2021-06-01 04:02:49 '
natura nat,sadayturn,RT @bilbobagxns: baianinho das casas bahia lu do magalu nat natura agora a nova assistente virtual da samsung  quem será o próximo https://…,' None ',' 1399574760108003329 ',' 2021-06-01 03:53:20 '
natura nat,Jamilha_,As vezes me pego pensando o que aconteceu pra eu no passado ter silenciado a nat natura,' None ',' 1399574035684638722 ',' 2021-06-01 03:50:27 '
natura nat,leandrowsad,tecnologia evolua a ponto do corpo físico nao ser mais necessário para eu poder viver virtualmente com a nat natura,' None ',' 1399564752997781507 ',' 2021-06-01 03:13:34 '
natura nat,taldybruna,nat natura mói a boneca da samsung na porrada,' None ',' 1399564317209546752 ',' 2021-06-01 03:11:50 '
natura nat,1ngriid,RT @itsn0tfair: @FlorHelo @Brun0scarvalho1 @einebru eu pensei que a Lu do Magalu namorava a Nat Natura.... Tô em estado de choque.,' None ',' 1399557489532747776 ',' 2021-06-01 02:44:42 '
natura nat,Cat__Griffin,"@Shrknado1 Vdd, odiei. Por isso que eu prefiro a Lu do Magalu e a Nat Natura, elas não são assim, só querem vender geladeiras e cosméticos que não foram testados em animais",' 1399548731800920064 ',' 1399551353375150084 ',' 2021-06-01 02:20:19 '
natura nat,serdoVento,RT @bilbobagxns: baianinho das casas bahia lu do magalu nat natura agora a nova assistente virtual da samsung  quem será o próximo https://…,' None ',' 1399549341497532417 ',' 2021-06-01 02:12:20 '
natura nat,liladdiction_,gente é assim-  magalu- mae irma de 16 anos q engana corno no discord- Sam da samsung irmao viciado em jogo online e minecraft de 12 anos- baianinho pet- ponto da pontofrio Tia muito engracada que sempre te faz rir- Dai da Daillus Tia natureba- nat natura,' None ',' 1399543453269344257 ',' 2021-06-01 01:48:56 '
natura nat,oautistaqupensa,CADÊ A IMAGEM DO BAIANINHO COM A MAGALU E A NAT NATURA?,' None ',' 1399542165949370372 ',' 2021-06-01 01:43:49 '
natura nat,itsn0tfair,@FlorHelo @Brun0scarvalho1 @einebru eu pensei que a Lu do Magalu namorava a Nat Natura.... Tô em estado de choque.,' 1399450199114883073 ',' 1399534334764269574 ',' 2021-06-01 01:12:42 '
natura nat,DeuABranca,"mano sou bloqueado aqui no twitter pelo casas bahia, nat natura, magazine luiza, ponto frio KKKKKKKKK",' None ',' 1399533944236916743 ',' 2021-06-01 01:11:09 '
natura nat,Rayssa_Hungria,RT @bilbobagxns: baianinho das casas bahia lu do magalu nat natura agora a nova assistente virtual da samsung  quem será o próximo https://…,' None ',' 1399529109336858627 ',' 2021-06-01 00:51:56 '
natura nat,keyimakeyi_,RT @bilbobagxns: baianinho das casas bahia lu do magalu nat natura agora a nova assistente virtual da samsung  quem será o próximo https://…,' None ',' 1399521621807964165 ',' 2021-06-01 00:22:11 '
natura nat,luisaccxx,esperando a glr talentosa fazer fan art da mina da samsung namorando a nat natura,' None ',' 1399520590604668935 ',' 2021-06-01 00:18:05 '
natura nat,chantiiluv_,RT @bilbobagxns: baianinho das casas bahia lu do magalu nat natura agora a nova assistente virtual da samsung  quem será o próximo https://…,' None ',' 1399520438913482756 ',' 2021-06-01 00:17:29 '
natura nat,adjunior1,@bisualvoy Faltou a Nat Natura,' 1399442941656055814 ',' 1399517357949833217 ',' 2021-06-01 00:05:14 '
natura nat,robertasys,"@namurando Na aula de marketing  da faculdade só falam sobre isso é marketing  de conteúdo   Mas prefiro a humanização que a natura faz , não estou falando da nat e sim da gestão sustentável e preocupada com o desenvolvimento  social",' 1399516088296222731 ',' 1399516565406691330 ',' 2021-06-01 00:02:05 '
natura nat,SamSamsung01,"@gwkhyn @CasasBahia O CB é punheteiro dms, já viu o histórico dele? Só tem Nat Natura e Magalu aquela véia, @CasasBahia tem um braço enorme",' 1399515994515726337 ',' 1399516260619202565 ',' 2021-06-01 00:00:52 '
natura nat,Caioalgo,"@bilbobagxns Parece que a Nat Natura precisa de uma harmonização igual o baianinho das casas Bahia, tá muito desproporcional o rosto kkkk",' 1399162018314211328 ',' 1399515943940857859 ',' 2021-05-31 23:59:37 '
natura nat,ana_gomide_,tenho ctz q o mlk das casas bahia compra skin no lol p/ mina da samsung c o cartão da magalu/nat natura,' None ',' 1399515649131618306 ',' 2021-05-31 23:58:27 '
natura nat,meninooleo,RT @bilbobagxns: baianinho das casas bahia lu do magalu nat natura agora a nova assistente virtual da samsung  quem será o próximo https://…,' None ',' 1399513948710375425 ',' 2021-05-31 23:51:41 '
natura nat,CarollDalvi,@aldaom_ então kkk eu ia pesquisar sobre isso 🤪 mas se a gente olhar “por cima” assim tão deixando de contratar pessoas reais pra colocarem personagens que são manipulados ne kkk e isso é vantajoso pro cliente? Como vou comprar algo que um boneco me indica? Exemplo a nat natura sabe,' 1399478170819104771 ',' 1399511815302922242 ',' 2021-05-31 23:43:13 '
natura nat,tuthubarao,"@crf_igor10 Eu levei o meu segundo xingando a Nat Natura, o mundo é cruel demais",' 1399505157210181633 ',' 1399509205221089284 ',' 2021-05-31 23:32:50 '
natura nat,duh_geek,A Nat Natura tbm é Belíssima!!! https://t.co/0qSw1bgUg1 https://t.co/K9jFDOWcr8,' None ',' 1399498233253072901 ',' 2021-05-31 22:49:14 '
natura nat,goticaina,@antonio_mbranco @arielzzatlol1 a nat natura e a do magazine luiza não parecem asiáticas,' 1399497332136239107 ',' 1399497500600504320 ',' 2021-05-31 22:46:20 '
natura nat,mayara_qac,RT @bilbobagxns: baianinho das casas bahia lu do magalu nat natura agora a nova assistente virtual da samsung  quem será o próximo https://…,' None ',' 1399489294910251011 ',' 2021-05-31 22:13:43 '
natura nat,Emilly__13,RT @bilbobagxns: baianinho das casas bahia lu do magalu nat natura agora a nova assistente virtual da samsung  quem será o próximo https://…,' None ',' 1399484648846151687 ',' 2021-05-31 21:55:16 '
natura nat,AngeloAS0,@LuisBarbos4 Confesso que ela tá mais gata que a Lu do Magalu mas a Nat Natura é mais gata de todas,' 1399336163119411202 ',' 1399483656268308483 ',' 2021-05-31 21:51:19 '
natura nat,coeedigata__,RT @bilbobagxns: baianinho das casas bahia lu do magalu nat natura agora a nova assistente virtual da samsung  quem será o próximo https://…,' None ',' 1399483009359822851 ',' 2021-05-31 21:48:45 '
natura nat,bornthisg4y,"esperando alguém fazer uma arte da assistente da Samsung, a nat natura e a magalu",' None ',' 1399481831939096576 ',' 2021-05-31 21:44:04 '
natura nat,Riddle_elddiR,RT @bilbobagxns: baianinho das casas bahia lu do magalu nat natura agora a nova assistente virtual da samsung  quem será o próximo https://…,' None ',' 1399478296119853056 ',' 2021-05-31 21:30:01 '
natura nat,Guartlopes,@edissedavi @poxamarquinhos Todos os personagens virtuais precisam ser negros? A nat da natura representa muito bem,' 1399075144895762434 ',' 1399477549600854025 ',' 2021-05-31 21:27:03 '
natura nat,thebastardbabe,@einebru me sinto mt diferentão por ser mais apaixonado na nat natura doq na sam galaxy,' 1399363106942431233 ',' 1399472205822627840 ',' 2021-05-31 21:05:49 '
natura nat,ViniciusRS180,RT @bilbobagxns: baianinho das casas bahia lu do magalu nat natura agora a nova assistente virtual da samsung  quem será o próximo https://…,' None ',' 1399471582079242242 ',' 2021-05-31 21:03:20 '
natura nat,lovelybitchr,RT @bilbobagxns: baianinho das casas bahia lu do magalu nat natura agora a nova assistente virtual da samsung  quem será o próximo https://…,' None ',' 1399469132458962945 ',' 2021-05-31 20:53:36 '
natura nat,xilicque,"Acho um absurdo esquecerem da nat natura pq ela é a mais simpática e consciente tlgd, tá sempre falando do meio ambiente, dando dicas de saúde e estética, super militante e tem fotos lindas",' None ',' 1399464820819349504 ',' 2021-05-31 20:36:28 '
natura nat,xilicque,CADÊ A NAT NATURA https://t.co/dmPp3pgCjm,' None ',' 1399464046575984646 ',' 2021-05-31 20:33:24 '
natura nat,yoonseoklvy,RT @bilbobagxns: baianinho das casas bahia lu do magalu nat natura agora a nova assistente virtual da samsung  quem será o próximo https://…,' None ',' 1399462609267613698 ',' 2021-05-31 20:27:41 '
natura nat,chaepluffs,RT @bilbobagxns: baianinho das casas bahia lu do magalu nat natura agora a nova assistente virtual da samsung  quem será o próximo https://…,' None ',' 1399462512312082436 ',' 2021-05-31 20:27:18 '
natura nat,Juuhgsaw,RT @bilbobagxns: baianinho das casas bahia lu do magalu nat natura agora a nova assistente virtual da samsung  quem será o próximo https://…,' None ',' 1399459679047192586 ',' 2021-05-31 20:16:02 '
natura nat,httpsweetener,se duas pessoas do mesmo sexo não reproduzem como a thelminha e a gleici damasceno fizeram a nat natura? https://t.co/ei5tvuSwD6,' None ',' 1399456149511016455 ',' 2021-05-31 20:02:01 '
natura nat,XineloAAA,@Loren_Ink Na verdade ela é a edgy anti herói pike marceline q veio pra jogar a real pro baianinho q ele não é um garoto de verdade e destruir a nat natura e o pinguim do ponto,' 1399448988210843654 ',' 1399453009495609345 ',' 2021-05-31 19:49:32 '
natura nat,lis_cretaceous,RT @bilbobagxns: baianinho das casas bahia lu do magalu nat natura agora a nova assistente virtual da samsung  quem será o próximo https://…,' None ',' 1399448502019690496 ',' 2021-05-31 19:31:38 '
natura nat,GustaKSK,"@einebru Essa aí n tá com nada quero ver disputar com a Nat Natura, pega mais troxa q a da Samsung é só falar q ela tbm tem estrias ksksksk https://t.co/QValCmU9Ok",' 1399363106942431233 ',' 1399447906046857224 ',' 2021-05-31 19:29:15 '
natura nat,georgeafg,RT @bisualvoy: pras pessoas falando “faltou a nat natura”: vcs realmente acham que essa é uma pergunta séria?,' None ',' 1399447372988661768 ',' 2021-05-31 19:27:08 '
natura nat,opolimorfofo,@REI_HEI prefiro a nat natura,' 1399427723194421248 ',' 1399446693263839237 ',' 2021-05-31 19:24:26 '
natura nat,bisualvoy,pras pessoas falando “faltou a nat natura”: vcs realmente acham que essa é uma pergunta séria?,' 1399412025412009991 ',' 1399442941656055814 ',' 2021-05-31 19:09:32 '
natura nat,KpWednesday,RT @atemmiyom: ela a magalu e a nat natura namoram canon eu que disse,' None ',' 1399441886025297924 ',' 2021-05-31 19:05:20 '
natura nat,henriquerimoli,@PfvMata eu aposto na nat natura,' 1399435153563394055 ',' 1399435233854902279 ',' 2021-05-31 18:38:54 '
natura nat,toquiro_m,"@naturabroficial não eu odeio a nat natura acho incrível como a cara nem arde pq vcs desenham uma personagem negra pra uma empresa com ceo branco cis hétero, a representatividade tá só no papel LITERALMENTE. Além disso, bastante sem noção essa apropriação né",' 1379876967663726594 ',' 1399434928341798913 ',' 2021-05-31 18:37:41 '
natura nat,Pines_GSG,"A Sam e a Nat Natura são as duas assistentes mais bonitas a existir, outras opiniões são inválidas.",' None ',' 1399432838399860741 ',' 2021-05-31 18:29:23 '
natura nat,MinikidAgain,"@niiLockhart Tem umas estranhas aí, Magalu, nat natura e por aí vai, a esperteza da Samsung foi n ter puxado pro realismo",' 1399425902975631360 ',' 1399426121817542665 ',' 2021-05-31 18:02:42 '
natura nat,ViniciusBlockOr,"@O_Bisdru_ Ela é do harém do baianinho, junto com a lu do magalu e a nat natura",' 1399424696362414086 ',' 1399425994419757058 ',' 2021-05-31 18:02:11 '
natura nat,nicsguimaraes,"@_gustavlc e ela pode namorar a Nat Natura, só nao falo que poderia ser o Baianinho pq eu nao gosto desse novo visual que ele adotou",' 1399424602615463939 ',' 1399425645994774535 ',' 2021-05-31 18:00:48 '
natura nat,wtfishappwning,@nescaukjkk esse bglh é tipo nat da natura ou a magalu?,' 1399422798548848646 ',' 1399425083219775488 ',' 2021-05-31 17:58:34 '
natura nat,cissaazevedo_,RT @bilbobagxns: baianinho das casas bahia lu do magalu nat natura agora a nova assistente virtual da samsung  quem será o próximo https://…,' None ',' 1399422797315780608 ',' 2021-05-31 17:49:29 '
natura nat,sershsfolk,"a nat natura é 2345x mais bonita que a egirl da samsung e esse povo n fez festa, análise!",' None ',' 1399420223552380931 ',' 2021-05-31 17:39:15 '
natura nat,JordaneSo,"@matu_ninixu @edrick_elder @momorsa credo magalu mó veia pra nat natura, espero que ela fique com a herança",' 1399386722165788673 ',' 1399416673120227339 ',' 2021-05-31 17:25:09 '
natura nat,Bbellwnha,RT @bilbobagxns: baianinho das casas bahia lu do magalu nat natura agora a nova assistente virtual da samsung  quem será o próximo https://…,' None ',' 1399415702440775683 ',' 2021-05-31 17:21:18 '
natura nat,HoracioSlaOQ,"@Misa_Misa_987 morte a nat natura, morte a magalu, morte ao baianhinho e morte a essa aí da samsung😡",' 1399413708166664201 ',' 1399414729920155652 ',' 2021-05-31 17:17:26 '
natura nat,kemilluu,fiz um tweet xingando a nat natura mas fiquei com pena dela ver e ficar triste,' None ',' 1399413135589658632 ',' 2021-05-31 17:11:06 '
natura nat,Moon_space1,RT @bilbobagxns: baianinho das casas bahia lu do magalu nat natura agora a nova assistente virtual da samsung  quem será o próximo https://…,' None ',' 1399408042572193796 ',' 2021-05-31 16:50:51 '
natura nat,pneukmado,"@CasasBahia Tem Hentai de vcs já, Baianinho nat natura, a muie da Samsung e a Magalu",' 1399375695168651264 ',' 1399406121392263173 ',' 2021-05-31 16:43:13 '
natura nat,TiffanyLimadeO1,RT @bilbobagxns: baianinho das casas bahia lu do magalu nat natura agora a nova assistente virtual da samsung  quem será o próximo https://…,' None ',' 1399404005806256136 ',' 2021-05-31 16:34:49 '
natura nat,Pedro_BB12,@gostosas2d @SamsungBrasil Só não pode virar amiga da desnaturada da nat natura,' 1399092634644271124 ',' 1399403497867644941 ',' 2021-05-31 16:32:48 '
natura nat,ilyvminx,RT @bilbobagxns: baianinho das casas bahia lu do magalu nat natura agora a nova assistente virtual da samsung  quem será o próximo https://…,' None ',' 1399402615641886721 ',' 2021-05-31 16:29:17 '
natura nat,amdrehiv,"@leosin_ eles tiraram o ""realismo"" bizarro da magalu, a forçação de pauta da nat natura, o tiktok do baianinho e fizeram um modelo que vai vender simples  no fim minha opiniao é q ela é muito gostosa",' 1399397035233718274 ',' 1399400278919680002 ',' 2021-05-31 16:20:00 '
natura nat,hortelaaa_,"@Sam_aqu @NerdBoomer A Nat da Natura, que você citou em outro tweet, só que reclamando, também tem olho grande, queixo pequeno, e o estilo é cartoon. Só não tem cabelo no ombro.  É melhor você desistir dessa narrativa.",' 1399397345658290182 ',' 1399400051886206982 ',' 2021-05-31 16:19:06 '
natura nat,its_chanel1,@leandrorsant @hotniggavaz Na vdd o caso é com a Nat Natura. O baianinho tá pegando a Sam,' 1399397707475820544 ',' 1399399541590343682 ',' 2021-05-31 16:17:04 '
natura nat,luancosta1414,RT @bilbobagxns: baianinho das casas bahia lu do magalu nat natura agora a nova assistente virtual da samsung  quem será o próximo https://…,' None ',' 1399399180217503750 ',' 2021-05-31 16:15:38 '
natura nat,vriido,"queria que alguém fizesse uma fanfic de drama entre o Mr. músculos, Magalu, Nat Natura, o Baianinho, o pinguim lá da ponto frio e o a nova da Samsung, a Sam",' None ',' 1399398791594323972 ',' 2021-05-31 16:14:06 '
natura nat,faithermaw,"@mnuellap @withmyfuture1 poli amor amg, ela, a nat natura, a Magalu e o menino das casas Bahia",' 1399149793788760066 ',' 1399397395155275778 ',' 2021-05-31 16:08:33 '
natura nat,VitoriaMoon89,"Todas as representantes virtuais são magras, é isso?  Só a Nat da Natura é preta...",' None ',' 1399396840089530368 ',' 2021-05-31 16:06:20 '
natura nat,witnesscal,RT @MCVALGR4CE: magalu nat natura a da samsung e o baianinho unidos p dominar o mundo e nos usar de escravos,' None ',' 1399395320858095626 ',' 2021-05-31 16:00:18 '
natura nat,gustavo71250449,"RT @gustavo71250449: @naturabroficial nat natura estou precisando urgentemente de uma frauda geriátrica, não aguento mais cagar nas calças,…",' None ',' 1399393924750331906 ',' 2021-05-31 15:54:45 '
